   0.21509331E+02 -0.10136997E-10 -0.22663952E-11 -0.16017769E-11 -0.12150117E-11  0.13732617E-06  0.65352378E-06 -0.10136997E-10  0.12980148E-12 -0.90038341E-11 -0.68351332E-11
   0.22992786E+02 -0.70441308E-06 -0.25939625E-09 -0.51711235E-08 -0.10295604E-09  0.14577921E-03  0.26701886E-03 -0.70441308E-06  0.20576854E-11 -0.70428740E-06 -0.15823290E-08
   0.24578955E+02 -0.16142347E-05 -0.53945581E-09 -0.10788515E-07 -0.19249242E-09  0.28656781E-03  0.51495427E-03 -0.16142347E-05  0.17250056E-11 -0.16139689E-05 -0.13742523E-08
   0.26274111E+02 -0.37359773E-05 -0.11458584E-08 -0.26468994E-07 -0.39273657E-09  0.49317582E-03  0.84845390E-03 -0.37359773E-05  0.70122863E-12 -0.37354102E-05 -0.61188410E-09
   0.28086090E+02 -0.66906368E-05 -0.21228028E-08 -0.59513450E-07 -0.71844736E-09  0.80223038E-03  0.12046780E-02 -0.66906368E-05  0.90948008E-13 -0.66895823E-05 -0.90649259E-10
   0.30023130E+02 -0.91248012E-05 -0.33560270E-08 -0.11295231E-06 -0.11268357E-08  0.12317172E-02  0.15036026E-02 -0.91248012E-05  0.15157529E-13 -0.91231195E-05 -0.15777390E-10
   0.32093853E+02 -0.97467164E-05 -0.41650337E-08 -0.16628208E-06 -0.13950635E-08  0.17551298E-02  0.17160060E-02 -0.97467164E-05  0.29132483E-14 -0.97445763E-05 -0.38788859E-11
   0.34307274E+02 -0.76928027E-05 -0.35815821E-08 -0.16475708E-06 -0.11970959E-08  0.22627041E-02  0.18466075E-02 -0.76928027E-05 -0.30951709E-13 -0.76909118E-05  0.48323869E-10
   0.36673592E+02 -0.30136971E-05 -0.14428021E-08 -0.72164042E-07 -0.48166476E-09  0.25857911E-02  0.19089446E-02 -0.30136971E-05 -0.10474057E-12 -0.30129222E-05  0.14934742E-09
   0.39202995E+02 -0.30136976E-05 -0.14435789E-08 -0.72194311E-07 -0.48186677E-09  0.25857911E-02  0.19089446E-02 -0.30136976E-05 -0.57909996E-11 -0.30129222E-05  0.18261181E-09
